STATE/REGION,IMPORT_VAL,IMP_NAICS,IMP_NAICS_DESC,YEAR,IMP_LEVEL,GDP_CODE
KS,47953902,3122,TOBACCO PRODUCTS,2018,4,311-312
KY,38374354,3122,TOBACCO PRODUCTS,2018,4,311-312
LA,37014,3122,TOBACCO PRODUCTS,2018,4,311-312
MA,119086,3122,TOBACCO PRODUCTS,2018,4,311-312
MD,346250,3122,TOBACCO PRODUCTS,2018,4,311-312
ME,41949,3122,TOBACCO PRODUCTS,2018,4,311-312
MI,514485,3122,TOBACCO PRODUCTS,2018,4,311-312
MN,84215,3122,TOBACCO PRODUCTS,2018,4,311-312
MO,142562,3122,TOBACCO PRODUCTS,2018,4,311-312
MT,40152236,3122,TOBACCO PRODUCTS,2018,4,311-312
NC,7941722,3122,TOBACCO PRODUCTS,2018,4,311-312
ND,185163,3122,TOBACCO PRODUCTS,2018,4,311-312
NE,302016,3122,TOBACCO PRODUCTS,2018,4,311-312
NH,30538,3122,TOBACCO PRODUCTS,2018,4,311-312
NJ,21112428,3122,TOBACCO PRODUCTS,2018,4,311-312
NV,371671,3122,TOBACCO PRODUCTS,2018,4,311-312
NY,85513001,3122,TOBACCO PRODUCTS,2018,4,311-312
OH,116892738,3122,TOBACCO PRODUCTS,2018,4,311-312
OK,15859,3122,TOBACCO PRODUCTS,2018,4,311-312
OR,1109947,3122,TOBACCO PRODUCTS,2018,4,311-312
PA,39777413,3122,TOBACCO PRODUCTS,2018,4,311-312
PR,12285133,3122,TOBACCO PRODUCTS,2018,4,311-312
SC,9933398,3122,TOBACCO PRODUCTS,2018,4,311-312
TN,2848556,3122,TOBACCO PRODUCTS,2018,4,311-312
TX,22665954,3122,TOBACCO PRODUCTS,2018,4,311-312
VA,75458853,3122,TOBACCO PRODUCTS,2018,4,311-312
VT,13659,3122,TOBACCO PRODUCTS,2018,4,311-312
WA,168488,3122,TOBACCO PRODUCTS,2018,4,311-312
WI,0,3122,TOBACCO PRODUCTS,2018,4,311-312
WY,600762,3122,TOBACCO PRODUCTS,2018,4,311-312
AK,1002999,313,TEXTILES AND FABRICS,2018,3,313-314
AL,138932220,313,TEXTILES AND FABRICS,2018,3,313-314
AR,44052455,313,TEXTILES AND FABRICS,2018,3,313-314
AZ,37852149,313,TEXTILES AND FABRICS,2018,3,313-314
CA,1616995845,313,TEXTILES AND FABRICS,2018,3,313-314
CO,43180650,313,TEXTILES AND FABRICS,2018,3,313-314
CT,81970832,313,TEXTILES AND FABRICS,2018,3,313-314
DC,1290871,313,TEXTILES AND FABRICS,2018,3,313-314
DE,15679656,313,TEXTILES AND FABRICS,2018,3,313-314
FL,198865279,313,TEXTILES AND FABRICS,2018,3,313-314
GA,566768326,313,TEXTILES AND FABRICS,2018,3,313-314
HI,11675270,313,TEXTILES AND FABRICS,2018,3,313-314
IA,40567418,313,TEXTILES AND FABRICS,2018,3,313-314
ID,4383110,313,TEXTILES AND FABRICS,2018,3,313-314
IL,302436589,313,TEXTILES AND FABRICS,2018,3,313-314
IN,143394026,313,TEXTILES AND FABRICS,2018,3,313-314
KS,28765923,313,TEXTILES AND FABRICS,2018,3,313-314
KY,106180467,313,TEXTILES AND FABRICS,2018,3,313-314
LA,27049792,313,TEXTILES AND FABRICS,2018,3,313-314
MA,173432732,313,TEXTILES AND FABRICS,2018,3,313-314
MD,50276056,313,TEXTILES AND FABRICS,2018,3,313-314
ME,24251976,313,TEXTILES AND FABRICS,2018,3,313-314
MI,156379506,313,TEXTILES AND FABRICS,2018,3,313-314
MN,100179482,313,TEXTILES AND FABRICS,2018,3,313-314
MO,113089804,313,TEXTILES AND FABRICS,2018,3,313-314
MS,124433291,313,TEXTILES AND FABRICS,2018,3,313-314
MT,4425106,313,TEXTILES AND FABRICS,2018,3,313-314
NC,823861104,313,TEXTILES AND FABRICS,2018,3,313-314
ND,2595830,313,TEXTILES AND FABRICS,2018,3,313-314
NE,8229594,313,TEXTILES AND FABRICS,2018,3,313-314
NH,40192485,313,TEXTILES AND FABRICS,2018,3,313-314
NJ,332141059,313,TEXTILES AND FABRICS,2018,3,313-314
NM,39090711,313,TEXTILES AND FABRICS,2018,3,313-314
NV,26785266,313,TEXTILES AND FABRICS,2018,3,313-314
NY,816983159,313,TEXTILES AND FABRICS,2018,3,313-314
OH,197990504,313,TEXTILES AND FABRICS,2018,3,313-314
OK,139867150,313,TEXTILES AND FABRICS,2018,3,313-314
OR,47845780,313,TEXTILES AND FABRICS,2018,3,313-314
PA,243109561,313,TEXTILES AND FABRICS,2018,3,313-314
PR,10803856,313,TEXTILES AND FABRICS,2018,3,313-314
RI,27726038,313,TEXTILES AND FABRICS,2018,3,313-314
SC,525491180,313,TEXTILES AND FABRICS,2018,3,313-314
SD,9543912,313,TEXTILES AND FABRICS,2018,3,313-314
TN,160553460,313,TEXTILES AND FABRICS,2018,3,313-314
TX,718373187,313,TEXTILES AND FABRICS,2018,3,313-314
UT,44695105,313,TEXTILES AND FABRICS,2018,3,313-314
VA,154968535,313,TEXTILES AND FABRICS,2018,3,313-314
VI,142467,313,TEXTILES AND FABRICS,2018,3,313-314
VT,11125476,313,TEXTILES AND FABRICS,2018,3,313-314
WA,108746779,313,TEXTILES AND FABRICS,2018,3,313-314
WI,103089283,313,TEXTILES AND FABRICS,2018,3,313-314
WV,5518914,313,TEXTILES AND FABRICS,2018,3,313-314
WY,1274423,313,TEXTILES AND FABRICS,2018,3,313-314
AK,10158,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
AL,5155745,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
AR,1400055,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
AZ,407180,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
CA,150152065,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
CO,10799704,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
CT,1427299,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
DC,711135,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
DE,324060,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
FL,9397817,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
GA,59302227,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
HI,41641,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
IA,329332,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
ID,102963,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
IL,9485098,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
IN,2518321,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
KS,1562286,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
KY,1348939,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
LA,280109,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
MA,8576431,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
MD,2673202,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
ME,5785664,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
MI,12578098,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
MN,3656459,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
MO,3818097,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
MS,752536,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
MT,134488,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
NC,163597149,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
ND,2089,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
NE,58671,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
NH,386333,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
NJ,46066251,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
NM,360762,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
NV,1211520,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
NY,49641201,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
OH,8674472,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
OK,22752956,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
OR,8611996,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
PA,21317382,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
PR,506347,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
RI,4414631,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
SC,39344830,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
TN,6678190,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
TX,10494879,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
UT,3067043,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
VA,8863758,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
VT,2133777,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
WA,9159884,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
WI,2067608,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
WV,22419,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
WY,1043,3131,"FIBERS, YARNS, AND THREADS",2018,4,313-314
AK,552360,3132,FABRICS,2018,4,313-314
AL,105975339,3132,FABRICS,2018,4,313-314
AR,38301707,3132,FABRICS,2018,4,313-314
AZ,28475332,3132,FABRICS,2018,4,313-314
CA,1332964147,3132,FABRICS,2018,4,313-314
CO,23705788,3132,FABRICS,2018,4,313-314
CT,70754294,3132,FABRICS,2018,4,313-314
DC,224212,3132,FABRICS,2018,4,313-314
DE,14938572,3132,FABRICS,2018,4,313-314
FL,130614728,3132,FABRICS,2018,4,313-314
GA,445693640,3132,FABRICS,2018,4,313-314
HI,11556911,3132,FABRICS,2018,4,313-314
IA,38925151,3132,FABRICS,2018,4,313-314
ID,3373127,3132,FABRICS,2018,4,313-314
IL,198325100,3132,FABRICS,2018,4,313-314
IN,96351438,3132,FABRICS,2018,4,313-314
KS,18634775,3132,FABRICS,2018,4,313-314
KY,85122364,3132,FABRICS,2018,4,313-314
LA,22119642,3132,FABRICS,2018,4,313-314
MA,131182350,3132,FABRICS,2018,4,313-314
MD,42606073,3132,FABRICS,2018,4,313-314
ME,17522074,3132,FABRICS,2018,4,313-314
MI,95349610,3132,FABRICS,2018,4,313-314
MN,89579780,3132,FABRICS,2018,4,313-314
MO,99864958,3132,FABRICS,2018,4,313-314
MS,75871153,3132,FABRICS,2018,4,313-314
MT,2765826,3132,FABRICS,2018,4,313-314
NC,542252148,3132,FABRICS,2018,4,313-314
ND,2464941,3132,FABRICS,2018,4,313-314
NE,5992493,3132,FABRICS,2018,4,313-314
NH,36085221,3132,FABRICS,2018,4,313-314
NJ,242018280,3132,FABRICS,2018,4,313-314
NM,10958994,3132,FABRICS,2018,4,313-314
NV,22945145,3132,FABRICS,2018,4,313-314
NY,659119561,3132,FABRICS,2018,4,313-314
OH,163829855,3132,FABRICS,2018,4,313-314
OK,90096011,3132,FABRICS,2018,4,313-314
OR,33900627,3132,FABRICS,2018,4,313-314
PA,169273677,3132,FABRICS,2018,4,313-314
PR,9462429,3132,FABRICS,2018,4,313-314
RI,15284940,3132,FABRICS,2018,4,313-314
SC,414271915,3132,FABRICS,2018,4,313-314
SD,8789042,3132,FABRICS,2018,4,313-314
TN,120172591,3132,FABRICS,2018,4,313-314
TX,448449257,3132,FABRICS,2018,4,313-314
UT,38777004,3132,FABRICS,2018,4,313-314
VA,113459766,3132,FABRICS,2018,4,313-314
VI,136862,3132,FABRICS,2018,4,313-314
VT,7689486,3132,FABRICS,2018,4,313-314
WA,80540920,3132,FABRICS,2018,4,313-314
WI,94885556,3132,FABRICS,2018,4,313-314
WV,4980044,3132,FABRICS,2018,4,313-314
WY,1234091,3132,FABRICS,2018,4,313-314
AK,440481,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
AL,27801136,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
AR,4350693,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
AZ,8969637,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
CA,133879633,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
CO,8675158,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
CT,9789239,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
DC,355524,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
DE,417024,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
FL,58852734,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
GA,61772459,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
HI,76718,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
IA,1312935,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
ID,907020,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
IL,94626391,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
IN,44524267,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
KS,8568862,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
KY,19709164,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
LA,4650041,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
MA,33673951,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
MD,4996781,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
ME,944238,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
MI,48451798,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
MN,6943243,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
MO,9406749,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
MS,47809602,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
MT,1524792,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
NC,118011807,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
ND,128800,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
NE,2178430,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
NH,3720931,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
NJ,44056528,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
NM,27770955,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
NV,2628601,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
NY,108222397,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
OH,25486177,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
OK,27018183,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
OR,5333157,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
PA,52518502,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
PR,835080,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
RI,8026467,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
SC,71874435,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
SD,754870,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
TN,33702679,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
TX,259429051,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
UT,2851058,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
VA,32645011,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
VI,5605,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
VT,1302213,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
WA,19045975,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
WI,6136119,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
WV,516451,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
WY,39289,3133,FINISHED AND COATED TEXTILE FABRICS,2018,4,313-314
AK,3304128,314,TEXTILE MILL PRODUCTS,2018,3,313-314
AL,193440065,314,TEXTILE MILL PRODUCTS,2018,3,313-314
AR,434357974,314,TEXTILE MILL PRODUCTS,2018,3,313-314
AZ,236407688,314,TEXTILE MILL PRODUCTS,2018,3,313-314
CA,4934069058,314,TEXTILE MILL PRODUCTS,2018,3,313-314
CO,58757967,314,TEXTILE MILL PRODUCTS,2018,3,313-314
CT,96140301,314,TEXTILE MILL PRODUCTS,2018,3,313-314
DC,2057168,314,TEXTILE MILL PRODUCTS,2018,3,313-314
DE,12138008,314,TEXTILE MILL PRODUCTS,2018,3,313-314
FL,552932339,314,TEXTILE MILL PRODUCTS,2018,3,313-314
GA,2228950736,314,TEXTILE MILL PRODUCTS,2018,3,313-314
HI,27044446,314,TEXTILE MILL PRODUCTS,2018,3,313-314
IA,62740025,314,TEXTILE MILL PRODUCTS,2018,3,313-314
ID,13755457,314,TEXTILE MILL PRODUCTS,2018,3,313-314
IL,853487215,314,TEXTILE MILL PRODUCTS,2018,3,313-314
IN,199211353,314,TEXTILE MILL PRODUCTS,2018,3,313-314
KS,111946358,314,TEXTILE MILL PRODUCTS,2018,3,313-314
KY,101373411,314,TEXTILE MILL PRODUCTS,2018,3,313-314
LA,79807999,314,TEXTILE MILL PRODUCTS,2018,3,313-314
MA,285377515,314,TEXTILE MILL PRODUCTS,2018,3,313-314
MD,296596542,314,TEXTILE MILL PRODUCTS,2018,3,313-314
ME,64597537,314,TEXTILE MILL PRODUCTS,2018,3,313-314
MI,211479519,314,TEXTILE MILL PRODUCTS,2018,3,313-314
MN,829609079,314,TEXTILE MILL PRODUCTS,2018,3,313-314
MO,142295897,314,TEXTILE MILL PRODUCTS,2018,3,313-314
MS,73403455,314,TEXTILE MILL PRODUCTS,2018,3,313-314
MT,2602749,314,TEXTILE MILL PRODUCTS,2018,3,313-314
NC,548460592,314,TEXTILE MILL PRODUCTS,2018,3,313-314
ND,6416984,314,TEXTILE MILL PRODUCTS,2018,3,313-314
NE,23266990,314,TEXTILE MILL PRODUCTS,2018,3,313-314
NH,25276999,314,TEXTILE MILL PRODUCTS,2018,3,313-314
NJ,1796300910,314,TEXTILE MILL PRODUCTS,2018,3,313-314
NM,25524495,314,TEXTILE MILL PRODUCTS,2018,3,313-314
NV,128536008,314,TEXTILE MILL PRODUCTS,2018,3,313-314
NY,1725458616,314,TEXTILE MILL PRODUCTS,2018,3,313-314
OH,648474813,314,TEXTILE MILL PRODUCTS,2018,3,313-314
OK,94519392,314,TEXTILE MILL PRODUCTS,2018,3,313-314
OR,65912463,314,TEXTILE MILL PRODUCTS,2018,3,313-314
PA,462285748,314,TEXTILE MILL PRODUCTS,2018,3,313-314
PR,35304185,314,TEXTILE MILL PRODUCTS,2018,3,313-314
RI,78204605,314,TEXTILE MILL PRODUCTS,2018,3,313-314
SC,958258742,314,TEXTILE MILL PRODUCTS,2018,3,313-314
SD,3504836,314,TEXTILE MILL PRODUCTS,2018,3,313-314
TN,393944732,314,TEXTILE MILL PRODUCTS,2018,3,313-314
TX,1639865426,314,TEXTILE MILL PRODUCTS,2018,3,313-314
UT,161984816,314,TEXTILE MILL PRODUCTS,2018,3,313-314
VA,1003849650,314,TEXTILE MILL PRODUCTS,2018,3,313-314
VI,180984,314,TEXTILE MILL PRODUCTS,2018,3,313-314
VT,11004023,314,TEXTILE MILL PRODUCTS,2018,3,313-314
WA,666520345,314,TEXTILE MILL PRODUCTS,2018,3,313-314
WI,419079645,314,TEXTILE MILL PRODUCTS,2018,3,313-314
WV,4026029,314,TEXTILE MILL PRODUCTS,2018,3,313-314
WY,3789937,314,TEXTILE MILL PRODUCTS,2018,3,313-314
AK,760228,3141,TEXTILE FURNISHINGS,2018,4,313-314
AL,82990402,3141,TEXTILE FURNISHINGS,2018,4,313-314
AR,294752332,3141,TEXTILE FURNISHINGS,2018,4,313-314
AZ,60103548,3141,TEXTILE FURNISHINGS,2018,4,313-314
CA,3342680842,3141,TEXTILE FURNISHINGS,2018,4,313-314
CO,18981456,3141,TEXTILE FURNISHINGS,2018,4,313-314
CT,44076259,3141,TEXTILE FURNISHINGS,2018,4,313-314
DC,1542004,3141,TEXTILE FURNISHINGS,2018,4,313-314
DE,8016453,3141,TEXTILE FURNISHINGS,2018,4,313-314
FL,369978629,3141,TEXTILE FURNISHINGS,2018,4,313-314
GA,1717326060,3141,TEXTILE FURNISHINGS,2018,4,313-314
HI,21835981,3141,TEXTILE FURNISHINGS,2018,4,313-314
IA,20156143,3141,TEXTILE FURNISHINGS,2018,4,313-314
ID,3213828,3141,TEXTILE FURNISHINGS,2018,4,313-314
IL,415606877,3141,TEXTILE FURNISHINGS,2018,4,313-314
IN,78859223,3141,TEXTILE FURNISHINGS,2018,4,313-314
KS,15173405,3141,TEXTILE FURNISHINGS,2018,4,313-314
KY,33542587,3141,TEXTILE FURNISHINGS,2018,4,313-314
LA,9262798,3141,TEXTILE FURNISHINGS,2018,4,313-314
MA,191274293,3141,TEXTILE FURNISHINGS,2018,4,313-314
MD,238444495,3141,TEXTILE FURNISHINGS,2018,4,313-314
ME,49921082,3141,TEXTILE FURNISHINGS,2018,4,313-314
MI,123059112,3141,TEXTILE FURNISHINGS,2018,4,313-314
MN,575547273,3141,TEXTILE FURNISHINGS,2018,4,313-314
MO,51665678,3141,TEXTILE FURNISHINGS,2018,4,313-314
MS,26008561,3141,TEXTILE FURNISHINGS,2018,4,313-314
MT,342681,3141,TEXTILE FURNISHINGS,2018,4,313-314
NC,322829828,3141,TEXTILE FURNISHINGS,2018,4,313-314
ND,522368,3141,TEXTILE FURNISHINGS,2018,4,313-314
NE,4429001,3141,TEXTILE FURNISHINGS,2018,4,313-314
NH,15735900,3141,TEXTILE FURNISHINGS,2018,4,313-314
NJ,1529443813,3141,TEXTILE FURNISHINGS,2018,4,313-314
NM,20972329,3141,TEXTILE FURNISHINGS,2018,4,313-314
NV,78221082,3141,TEXTILE FURNISHINGS,2018,4,313-314
NY,1414501534,3141,TEXTILE FURNISHINGS,2018,4,313-314
OH,412550024,3141,TEXTILE FURNISHINGS,2018,4,313-314
OK,59713974,3141,TEXTILE FURNISHINGS,2018,4,313-314
OR,22539105,3141,TEXTILE FURNISHINGS,2018,4,313-314
PA,291235779,3141,TEXTILE FURNISHINGS,2018,4,313-314
PR,22020160,3141,TEXTILE FURNISHINGS,2018,4,313-314
RI,43845646,3141,TEXTILE FURNISHINGS,2018,4,313-314
SC,734445037,3141,TEXTILE FURNISHINGS,2018,4,313-314
SD,338989,3141,TEXTILE FURNISHINGS,2018,4,313-314
TN,220911016,3141,TEXTILE FURNISHINGS,2018,4,313-314
TX,1000056099,3141,TEXTILE FURNISHINGS,2018,4,313-314
UT,88723989,3141,TEXTILE FURNISHINGS,2018,4,313-314
VA,746115034,3141,TEXTILE FURNISHINGS,2018,4,313-314
VI,96606,3141,TEXTILE FURNISHINGS,2018,4,313-314
VT,6394292,3141,TEXTILE FURNISHINGS,2018,4,313-314
WA,393962642,3141,TEXTILE FURNISHINGS,2018,4,313-314
WI,300958517,3141,TEXTILE FURNISHINGS,2018,4,313-314
WV,1207776,3141,TEXTILE FURNISHINGS,2018,4,313-314
WY,1933434,3141,TEXTILE FURNISHINGS,2018,4,313-314
AK,2543900,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
AL,110449663,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
AR,139605642,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
AZ,176304140,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
CA,1591388216,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
CO,39776511,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
CT,52064042,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
DC,515164,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
DE,4121555,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
FL,182953710,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
GA,511624676,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
HI,5208465,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
IA,42583882,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
ID,10541629,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
IL,437880338,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
IN,120352130,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
KS,96772953,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
KY,67830824,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
LA,70545201,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
MA,94103222,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
MD,58152047,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
ME,14676455,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
MI,88420407,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
MN,254061806,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
MO,90630219,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
MS,47394894,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
MT,2260068,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
NC,225630764,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
ND,5894616,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
NE,18837989,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
NH,9541099,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
NJ,266857097,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
NM,4552166,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
NV,50314926,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
NY,310957082,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
OH,235924789,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
OK,34805418,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
OR,43373358,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
PA,171049969,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
PR,13284025,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
RI,34358959,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
SC,223813705,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
SD,3165847,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
TN,173033716,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
TX,639809327,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
UT,73260827,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
VA,257734616,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
VI,84378,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
VT,4609731,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
WA,272557703,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
WI,118121128,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
WV,2818253,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
WY,1856503,3149,OTHER TEXTILE PRODUCTS,2018,4,313-314
AK,12891818,315,APPAREL AND ACCESSORIES,2018,3,315-316
AL,1006445286,315,APPAREL AND ACCESSORIES,2018,3,315-316
AR,954940241,315,APPAREL AND ACCESSORIES,2018,3,315-316
AZ,264219384,315,APPAREL AND ACCESSORIES,2018,3,315-316
CA,21894473599,315,APPAREL AND ACCESSORIES,2018,3,315-316
CO,172207719,315,APPAREL AND ACCESSORIES,2018,3,315-316
